Die Vorwahlen ziehen sich noch bis Juni hin. Anschließend <b>____</b> beide Parteien ihren Präsidentschaftskandidaten offiziell.	küren	beachtliche	zurück	verkraften
Die AfD wird bei einem Parteitag am 12. Oktober ihren Jung-Herausforderer <b>____</b>.	küren	pfiffig	erlegen	irritiert
Sie <b>____</b> beim Tod des alten Herrschers den neuen Monarchen, und zwar stets den ältesten Sohn des Oba.	küren	biedere	anständiges	vormachen
In vornehmen Hotels gibt es <b>____</b>.	Lakaien	Anrainer	Check	Darum
Die Ölindustrie und ihre <b>____</b> müssen zur Verantwortung gezogen werden!	Lakaien	Trotz	Abstriche	Ressentiments
Ich kann nicht mehr aus Höflichkeit den <b>____</b> für die Privilegierten spielen.	Lakai	Gestell	Verachtung	Gauner
sich wegen einer <b>____</b> aufregen.	Lappalie	Stelle	Beständen	Gewerkschaften
Ich beschäftige mich nicht mit einer solchen <b>____</b>.	Lappalie	Potenz	Sperrt	Einschlag
Versteckt <b>____</b> wir <b>____</b> den vorbeikommenden Feind.	lauerten , auf	einjagen , durchdrehen	perfiden , vorzugaukeln	werden , ausgiebigen
Viele Gefahren <b>____</b> <b>____</b> dem Weg dorthin.	lauern , auf	eingebunden , etlichen	verortete , verwehrt	aufgebracht , überlagerten
In just dieser Stärke [die Macht Amerikas in der Welt] <b>____</b> paradoxerweise die Gefahr des künftigen Abstiegs.	lauert	gebührte	gesonnt	durchgreifen
Der Mittelstürmer <b>____</b> <b>____</b> eine gute Torchance.	lauerte , auf	knickten , brisantes	zufügt , törichtes	nehmt , erging
In einer ersten Stellungnahme verwiesen sie [die Demokraten] darauf, dass dem FBI die Russland-Verbindungen des Trump-Mitarbeiters, um den es bei dem <b>____</b>angriff ging, schon lange vor dem Dossier bekannt gewesen sei.	Lausch	Hänge	Verachtung	Anreize
Wenn seine Schwester telefoniert, <b>____</b> Peter immer an der Tür.	lauscht	setzt	euch	zetern
 Indem sie <b>____</b>, konnten U-Boote früher ihre Feinde orten.	lauschten	ließ	geschoren	zugeschlagen
 Auf der Suche nach außerirdischem Leben <b>____</b> Radioteleskope in die Weiten des Weltalls.	lauschen	taugliches	verdonnert	etwas
Das Publikum <b>____</b> begeistert dem Orchester.	lauschte	rühmt	bei	irreführender
Balduin Puvogel: ‚Dame mit Tentakel-Schluckspecht‘, Öl auf <b>____</b>	Leinwand	Verunglimpfung	Vermächtnisses	Erlass
Meist setzte er sich in die letzte Reihe, fünfzig Meter von der <b>____</b> entfernt.	Leinwand	Befunde	Gestrüpp	Pöbel
Holz<b>____</b>, Kunststoff<b>____</b>, Metall<b>____</b>; Fußboden<b>____</b>	leiste , leiste , leiste , leiste	steckt , verdonnert , vorangetrieben , verzierten	ausgelotet , flashe , pfiffige , lauscht	allein , rissen , zuschlagen , unabdingbar
Die Kanten der Möbel sind mit <b>____</b> verziert.	Leisten	Haltung	Eingebung	Vorbehalten
sich die <b>____</b> zerren	Leiste	Pennst	Abgründe	Eingehen
Die <b>____</b> am linken Rand kann man ausblenden.	Leiste	Augen	Etappe	Verzierungen
‘Nichts klappt in diesem Land [Großbritannien]‘, schimpft eine ältere Inderin, die wütend mit ihrem Schlüsselbund klappert. ‚Kein Sprit; der Geldautomat da drüben funktioniert auch nicht. Es ist lächerlich.‘ Nicht jeder äußert sich so zurückhaltend wie ein Fahrer, der meint, die Regierung hätte sich besser auf den Brexit vorbereiten sollen. ‚Man kann der Regierung ja keinen Vorwurf machen. Die Mehrheit der Briten wollte den Brexit.‘ Es ist die neueste <b>____</b>. Das Desaster des Brexits lässt sich nicht mehr ignorieren. Aber der Schuldige ist jetzt die Bevölkerung, die den Brexit wollte und die so dumm ist, dass sie aus Panik Sprit kauft wie damals Toilettenpapier. Verkehrsminister Grant Shapps sagt, die Leute sollten doch einfach nur für 20 Pfund Benzin abfüllen und mehr nicht.	Lesart	Anstelle	Lakai	Leinwand
eine neue <b>____</b> eines alten Textes	Lesart	Befugnis	Unterstellt	Gefolgschaft
<b>____</b> werden wir aufgeben müssen.	Letztendlich	Würde	Genugtuung	Darüber
<b>____</b> hat unsere Beziehung nicht gehalten.	Letztendlich	Übereinstimmungen	Überlassen	Leisten
Was <b>____</b> dazu führte, dass sich die Bauern der Schafzucht zuwandten, die zu ihrer wichtigsten Einnahmequelle wurde.	letztendlich	verklärten	euch	verquere
<b>____</b> stand er betrogen, bankrott und restlos vernichtet da.	Letztendlich	Stellungnahme	Wecker	Mitunter
wir haben uns <b>____</b> doch dazu entschlossen	letztendlich	lässt	verfangen	mustert
<b>____</b> bin ich davon abgekommen	letztendlich	aufführen	zu	stur
Allerdings sind es nicht die Demokraten und ihre Basis, die <b>____</b> darüber entscheiden, wer ins Weiße Haus einzieht – sondern die Wähler in einer Handvoll Bundesstaaten.	letztendlich	einbinden	untergestellt	als
Das war eine teuflische <b>____</b>.	List	Anrainer	Zank	Belang
auf eine <b>____</b> hereinfallen, auf eine <b>____</b> verfallen	List , List	Was , Anwärter	Ansätze , Lappalie	Grübeln , Ansätze
Warum sollten Gespräche zwischen Partner immer einfach sein? Manchmal braucht es Mut, sich heiklen Fragen zuzuwenden, weil diese drängen. Das kann man mit entschlossenem Ernst tun oder auch mit <b>____</b>. Es gibt einen ebenso raffinierten wie charmanten Trick, sich an ein Thema heranzuwagen: Man tut so, als würde man von jemand anderem reden.	List	Potenz	Ausschuss	Ehre
Er siegt mit <b>____</b>, nicht mit Gewalt.	List	Getöse	Gestrüpp	Lob
Also versuchen Zusteller lieber, um jeden Preis und mit den skurrilsten Methoden das Paket <b>____</b>.	loszuwerden	entfällt	ruppig	verzeichnet
Kluger blättert in seinen Notizen. Er spricht jetzt schnell. Man merkt: Er möchte unbedingt was <b>____</b>.	loswerden	vertuscht	folgerichtiger	setzte
Wenn das nicht verrückt ist, was <b>____</b> die alte Frau <b>____</b> einer Verrückten?	macht , zu	standen , bindet	einknicken , zog	vertuschen , einstweilige
eine <b>____</b> fallen lassen (beim Stricken von der Nadel gleiten lassen)	Masche	Strippenziehern	Befindlichkeiten	Drahtzieher
Der Bankräuber war der Polizei <b>____</b> <b>____</b> <b>____</b> <b>____</b>.	durch , die , Maschen , gegangen	dämlicher , beharrliches , Berichterstattung , begehre	immerhin , aufgestachelt , Gewerkschaften , verortete	widersprüchliche , sah , Schachtel , nachgelassen
<b>____</b> <b>____</b> <b>____</b> <b>____</b> <b>____</b> <b>____</b>	durch , die , Maschen , des , Gesetzes , schlüpfen	darüber , rügen , Aus , loszuwerden , Verwerfungen , rüttelte	mustert , zumute , Leisten , sträubten , Eklat , vorbehalten	vorzugaukeln , gesonnt , Abgründe , aufgeboten , Gemenge , frisiert
Während die Eliten das Land in den Brexit lenkten, feierten die Britpunker von Sleaford Mods große Erfolge. Ist es nur eine <b>____</b>, wie Pop die Arbeiterklasse verklärt?	Masche	Errungenschaften	Übereinstimmung	Anlass
es mit einer neuen <b>____</b> versuchen	Masche	Mitunter	Freibrief	Veranlagung
Moser selbst habe sich geärgert, unwissend in solche <b>____</b> hineingezogen zu werden: ‚Als ich die Promoterin gefragt habe, was das eigentlich soll, sagte sie, es wirke einfach gut, wenn Europäer auf der Messe sind.‘ [vielleicht bezieht sich diese Bedeutung eher auf ein Netz im übertragenen Sinne]	Maschen	Nötigung	Trümmer	Flunkern
Sie hatte <b>____</b> Anteil an unserem Erfolg.	maßgeblichen	hren	zogen	führte
Aus westlicher Sicht stellte sich Putin als ein Potentat [gehoben abwertend (uneingeschränkter) Herrscher] mit Risikobewusstsein dar. Doch ist Putin nicht nur als ein machiavellistischer – und damit rationaler – Politiker, sondern auch als ein historischer Akteur ein Mann mit geschichtlicher Mission. Er bezieht sich dabei auf die Geschichte des vorrevolutionären Russlands und nimmt die Handlungslogiken wieder auf, die für Herrscherpersönlichkeiten wie Katharina II. <b>____</b> waren. 'Geschichte machen' heißt in den russischen Geschichtsbüchern seit dem 19. Jahrhundert oft: die 'russische Erde sammeln', das heißt, die Territorien der in der Mongoleninvasion zerfallenen Herrschaft der Kiewer Rus' wieder zusammenzubringen. Putin als historischen Akteur zu verstehen, bedeutet, sich der irrationalen und anachronistischen Motive bewusst zu sein, die seine Politik prägen.	maßgeblich	aufgewühlt	überwiegend	benommen
Ich fühle mich ganz <b>____</b> - ich glaube, ich habe zu viel gegessen.	mau	erzwang	beirren	greift
Der Anblick flößte mir ein <b>____</b> Gefühl ein.	maues	anzuprangern	beschwört	stichhaltige
Der Export geht <b>____</b>.	mau	gecheckt	spöttischen	ausgelotet
Mit unserer Zukunft als Lehrer sieht es <b>____</b> aus.	mau	eingehakt	treiben	verrannt
Mit meinem <b>____</b> Gehalt kann ich keine großen Sprünge machen.	mickrigen	unmittelbaren	grantige	getilgte
ein kleiner, <b>____</b> Kerl	mickriger	betäuben	wähnte	umgeben
ein <b>____</b> Geschenk	mickriges	auszulagern	beseitigen	unterstellen
Auf <b>____</b> hinzuweisen bringt oft Ärger.	Missstände	Abstrich	Zuschlag	Auflage
Als Martin Luther in der Arbeitstube seiner Wittenberger Priesterwohnung die berühmten 95 Thesen schrieb, ging es ihm lediglich darum, die <b>____</b> (Verweltlichung, Umgehung des Zölibats) in der römischen Kirche abzustellen.	Missstände	Vorgaben	Unmittelbar	Eitelkeit
Am 21. Mai 1965 wird das Fernsehmagazin 'Monitor' zum 1. Mal ausgestrahlt. Von Anfang an versteht es sich als zeitkritisch; unzählige <b>____</b> hat es ans Licht gebracht	Missstände	Verzierungen	Gewerkschaften	Spott
<b>____</b> in der Verwaltung wurden aufgedeckt	Missstände	Vorbehalt	Veralbern	Schicksal
einen <b>____</b> anprangern, abstellen, beseitigen	Missstand	Schraubdeckel	Befangenheit	Gremium
Aktivitätsbasiertes Screening nach neuen selbstschneidenden Ribozymen <b>____</b> RNA-Sequenzierung	mittels	absegnen	verschanzten	ausuferte
Damit künftig Raumfahrt-Träume wie die des Tesla-Gründers und Raumfahrtunternehmers Elon Musk wahr werden können, soll Perseverance auf dem Mars zudem aus Kohlendioxid Sauerstoff machen. Musk möchte eines Tages Menschen zum Mars schicken und dort eine Kolonie gründen, in der sie dauerhaft leben können. Die Sauerstoffherstellung von Perseverance ist ein Test, ob so etwas überhaupt im Grundsatz funktionieren kann. Wenn es klappt, könnten Raumfahrerinnen und Raumfahrer irgendwann auf dem Mars womöglich genug Sauerstoff zum Atmen haben. Aber auch Raketenstarts vom Mars können <b>____</b> nur mit Sauerstoff funktionieren.	mitunter	abgetan	zusammengefallen	kommen
<b>____</b> raucht er nach dem Essen eine Zigarre.	Mitunter	Perfide	Geflecht	Leinwand
eine Rechnung <b>____</b> / Mängel <b>____</b>	monieren , monieren	abtrünnig , drängt	mickrigen , gewalztes	nachgiebige , verschanzt
die Teilnehmer <b>____</b> die schlechte Organisation	monierten	ernüchtern	tummeln	abgebildet
Die von den Wirten zur Abtrennung errichteten Glastüren stehen meist offen, um die Arbeit des Personals zu erleichtern, und ebenso oft sind Nichtraucher gezwungen, durch den Raucherbereich zu gehen, um etwa zu den Toiletten oder überhaupt erst zum Nichtraucherbereich zu gelangen – was der Verwaltungsgerichtshof bereits 2013 als nicht gesetzeskonform <b>____</b> hatte.	moniert	erregen	biederen	aufgegangen
Die Mosel <b>____</b> in Koblenz in den Rhein.	mündet	entwendet	untergeschlagenen	unter
Der Einbruch in das Washingtoner Watergate-Hotel am 17. Juni 1972 war der Auftakt zur wohl spektakulärsten Polit-Affäre in der Geschichte der Vereinigten Staaten, die schließlich im August 1974 in den Rücktritt des amtierenden Präsidenten Richard Nixon <b>____</b>.	mündete	beaufsichtigen	ausgiebigen	ergattert
[Ein Deutscher vietnamesischer Herkunft listet Beispiele von Rassismus/Vorurteile auf] Oder ein Rezeptionist im Hotel, der mich kurz <b>____</b> und sagt, dass seine Kollegin sich gleich um mich kümmern würde – nachdem er die Anzugträger vor mir noch alle freundlich begrüßt hatte.	mustert	eruieren	geißeln	beschwor
Der Neuling in der Kneipe wurde von den alten Herren abschätzig <b>____</b>.	gemustert	widersprüchlich	schert	entronnen
Im 18. Jahrhundert <b>____</b> die Militärbehörden ihre Truppen in regelmäßigen Abständen, um ihren Zustand zu überprüfen.	musterten	betäubt	entfacht	statt
Die <b>____</b> Gardine finde ich schön.	gemusterte	verficht	geflecht	schürten
 Wenn du deine Wand neu schon streichst, dann <b>____</b> sie doch!	mustere	abartig	hämisch	abgegriffen
jemandem gegenüber zu <b>____</b> sein	nachgiebig	verwerfen	zeigte	alles
Vorurteile gegenüber Juden:Der Antisemitismus blüht. Auch 80 Jahre nach den Novemberpogromen hält sich in Deutschland eine ausgeprägte Judenfeindlichkeit. Die Gesellschaft ist zu <b>____</b>, Bildung allein kein Gegenmittel.	nachgiebig	entrinnt	sühnen	loswerden
Mancher mag eine Entscheidung <b>____</b> finden, ein anderer findet sie selbstvergessen.	nachgiebig	zwangsläufig	winden	herausgestellt
Auch gegenüber dem rabiaten Expansionskurs der USA zeigte sich die britische Regierung <b>____</b>.	nachgiebig	ausgeheckt	aufzuspüren	hervorgegangen
zu allzu großer <b>____</b> neigen	Nachgiebigkeit	Beständen	Missstand	Verrohung
Die Grundidee der Knautschzone ist, durch eine <b>____</b> Konstruktion die auftretenden Kräfte zu beschränken.	nachgiebige	harrt	hinausgelaufen	ausuferte
Beide Verhandlungspartner zeigten sich <b>____</b>.	unnachgiebig	drückt	abgefrühstückt	schlapper
Ben musste noch seinen Rucksack <b>____</b>.	nachholen	plumpe	hantiert	zäher
seine Familie an den neuen Wohnort <b>____</b>	nachholen	erregt	beiwohnten	lauerten
Seit August dürfen Flüchtlinge mit eingeschränktem Status Angehörige <b>____</b>. Zehntausende Menschen haben Anträge gestellt, doch kaum jemand kommt. Woran liegt das?	nachholen	klägliches	verunglimpft	schillerndsten
etwas schnell <b>____</b>	nachholen	gekränkt	hakte	entweicht
eine Prüfung <b>____</b>	nachholen	eingebunden	erlegen	beaufsichtigen
Eine Ärztin, die zwei Jahre mit der Ausbildung aussetzt, muss das später <b>____</b>.	nachholen	arge	fühlen	zuschlagen
Die Insassen können auch ihren Schulabschluss <b>____</b>.	nachholen	sträubte	verbautes	entweicht
Daher können Personen, bei denen das Fasten [bzgl. des Ramadans] schädlich sein kann, das Fasten zu einem späteren Zeitpunkt <b>____</b>.	nachholen	abwegig	bringen	abgegriffen
Am 3. Oktober 2016 ordnete der russische Präsident Putin an, das Abkommen zu suspendieren, da die US-amerikanische Seite ihren Verpflichtungen nicht <b>____</b> sei.	nachgekommen	überziehen	absondern	anständige
Der Autor Russel Shorto sieht allerdings die Eroberung Neuschwedens durch Stuyvesant im selben Jahr als wirkliche Ursache: die Indianer seien einfach ihren Bündnispflichten gegenüber den Schweden <b>____</b>.	nachgekommen	kanalisiert	angebiedert	entfacht
Dass du meine Bitte <b>____</b>, weiß ich zu schätzen.	nachkommst	ergiebig	ernüchternd	entgegen
Willst du später <b>____</b>?	nachkommen	ergiebiger	eingefahren	verquere
Bei längerer Betätigung der Bremse im Gefälle kann die Bremswirkung <b>____</b>	nachlassen	macht	gemusterte	schillerndsten
Es ist schön, wenn der Schmerz <b>____</b>.	nachlässt	gekapert	perfide	ergeht
Das Druckgefühl an der Einstichstelle wird schon in wenigen Minuten <b>____</b>.	nachlassen	beseitigen	staunte	anweisen
Der Regen hatte endlich <b>____</b>.	nachgelassen	brachialis	vornehmen	abgegriffen
Nun hieß es in den Wochen zuvor oft, man wolle der AfD im Bundestag mit Argumenten ‚auf der Sachebene‘ begegnen und sich nicht provozieren lassen. Das Gegenteil geschah. Es folgten Wortmeldungen und Empörung, unübertroffene Geschmacklosigkeit, Vergleich mit Nazi-Opfern, geht gar nicht, geht so was von gar nicht. Auf Sachebene zu antworten, hätte so geklungen: <b>____</b> noch einmal <b>____</b>. Göring hatte 1933 nicht Clara Zetkin verhindert, sondern den Nazi Karl Litzmann, aus dem einfachen Grund, weil er selbst reden wollte.	Lest , nach	Mitunter , töricht	Anstelle , abgefahrene	Einlenken , parat
den Text der Rede <b>____</b>	nachlesen	einräumen	trotzige	vollstreckte
Ach das macht nichts, ich bin nicht <b>____</b>.	nachtragend	wurde	zusammengesetztes	rechtfertigt
Du hast ihn also geschlagen? Dann wird er sich an dir rächen, er ist sehr <b>____</b>.	nachtragend	zugespitzt	abgeschottet	dich
Was ich auch tue, er muss immer <b>____</b>.	nörgeln	anmaßendes	erlag	beständigem
Der Mensch <b>____</b>, seit er den Mund aufmacht, aber bis auf den heutigen Tag gibt es kein wissenschaftliches Fach, das sich mit Nörgelei befasst.	nörgelt	mutet	sonnte	unterbreiten
Wer mit seinem Auto drängelt und zu dicht auffährt, kann sich der <b>____</b> schuldig machen.	Nötigung	Ansatz	Daraufhin	Einlenken
Erst nach vielen <b>____</b> war er bereit, das Zimmer zu verlassen.	Nötigungen	Vergnügen	Anstelle	Anregung
Er <b>____</b> sie, noch ein Glas Wein zu trinken.	nötigte	nahm	törichtes	zeichnete
Das schlechte Wetter <b>____</b> sie, nach Hause zu gehen.	nötigte	abwimmeln	sehnt	plakativ
Die Anweisungen der <b>____</b> werden mittels Beamten durchgesetzt.	Obrigkeiten	Befunde	Abschlag	Ehre
Die <b>____</b> verachtete die Kranken und Behinderten.	Obrigkeit	Konkurs	Befindlichkeit	Sicherungsverwahrung
In Sachsen ist eine Ära vorbei, lange schon – aber jetzt, nach Chemnitz, hat das auch der Letzte verstanden: Die Zeit der – so nennt es der Soziologe Raj Kollmorgen – ‚höfischen‘ Staatskultur, der monarchistisch-christdemokratischen <b>____</b>spolitik in Sachsen ist an ein Ende gekommen.	Obrigkeit	Schicksal	Zäsur	Zuläufe
Er fühlte sich in Gegenwart der <b>____</b> sichtlich unwohl und scharrte bereits fünf Minuten nach unserer Ankunft mit den Sandalen.	Obrigkeit	Obrigkeiten	Kränkung	Wecker
Er <b>____</b> ihn <b>____</b> Arm, sodass er nicht mehr weglaufen konnte	packte , am	bändigen , eingenistet	entwendet , entgegen	exponierter , erlegte
Doomscrolling: Hilfe, ich scrolle dem Untergang entgegen!  Corona, Gewalt, Klimakrise: Überall nur schlechte Nachrichten. Unseren Autor <b>____</b> das Doomscrolling, er möchte abschalten, kann aber nicht. Was tun?	packt	vertun	mickriger	zäher
Mich <b>____</b> der Neid, wenn ich daran denke, wie leicht manche Leute ihr Geld verdienen	packt	aufzwingen	gestell	aufgekratzter
Meinst du, er hat den Zug noch <b>____</b>?	gepackt	erregt	beschwören	vertuschen
ein Kind, einen Kranken ins Bett, aufs Sofa <b>____</b>	packen	lauschte	eingespannt	behelfe
<b>____</b> <b>____</b>!	Packt , euch	Leg , ausmisten	Verhängnis , erdrückte	Ressentiments , verfangen
Unter Obamacare müssen Amerikaner, die sich gegen eine Krankenversicherung entscheiden, eine Strafe zahlen... [Die Republikaner] kritisieren die Regelung zudem <b>____</b> <b>____</b> <b>____</b> einen Staat, der den Bürgern die Wahlfreiheit nehme.	als , Paradebeispiel , für	einkassieren , Unterstellung , wettert	bewahrt , Befunde , gutmütige	ausgerissen , Abfindungen , verhöhnt
hast du deinen Schlüssel <b>____</b>?	parat	hren	schmälern	ulkiges
etwas hat kein <b>____</b> / Das <b>____</b> <b>____</b> etwas sein/bilden	Pendant , Pendant , zu	Lakaien , Scher , artet	Gau , Führ , vorbehalten	Anwärter , Übereinstimmung , anpeilen
Was ist in Frankreich das <b>____</b> <b>____</b> Abitur in Deutschland?	Pendant , zum	Ausschuss , zugelegt	Anreize , daran	Schneisen , zwang
Er wollte <b>____</b> grüne Haare haben, da haben wir sie eben grün gefärbt.	partout	vorgebliche	erhabenen	frisieren
 Der Kleine wollte <b>____</b> ein Eis haben.	partout	von	erließ	gehen
etwas will jemandem <b>____</b> <b>____</b> gelingen / einfallen	partout , nicht	ernüchterten , steckt	verständigen , besonnen	ausuferte , anfühlt
sich <b>____</b> <b>____</b> erinnern können	partout , nicht	gelingt , kläglich	mulmig , erschloss	verschlug , packen
Mann, bin ich müde, ich gehe <b>____</b>.	pennen	verachtet	eingehender	anständigen
<b>____</b> Du? Die Ampel ist längst grün. Fahr los!	Pennst	Abgründe	Leinwand	Vorgänge
Die <b>____</b> Polizeigewalt während der Proteste gegen das G8-Treffen in Genua 2001 wäre dann ebenso ein Blick in die postdemokratische Zukunft wie das Bild vom Strand, wo sich zur selben Zeit Touristen und Einheimische um Gewalt und Aufruhr nicht scherten.	perfide	verbindlich	törichtes	vernehmen
<b>____</b> ist es jedoch, im politischen Kampf gegen das Betreuungsgeld das Image der Familien nachhaltig zu beschädigen, indem man dumpfe Vorurteile bedient.	Perfide	Etat	Sausen	Ihres
Und im neuen Lied 'Ich identifiziere mich nicht mit der Firmenphilosophie' führe ich vor, wie die neuen Umgangsformen der Arbeitswelt, die horizontalen Hierarchien und die spaßigen Karaoke-Abende mit geduzten Chefs zu <b>____</b> Unterdrückungswerkzeugen werden.	perfiden	beteuert	zusehends	wett
Der Vergleich von Nazis mit Tierschützern ist ziemlich <b>____</b>.	perfide	kürt	rückt	scherte
das Gehalt eines Schuldners <b>____</b>	pfänden	verwaist	dagegen	veranlagt
Sie sind schon mehrmals <b>____</b> worden.	gepfändet	verzerrt	harren	angelegt
Die Trump-Regierung war nicht nur durch das <b>____</b> Mauer-Bild abweisend gegenüber Einwandererinnen.	plakative	grantige	vorgenommen	ereifern
eine <b>____</b> Überschrift, <b>____</b> Farben benutzen, diese Darstellung wirkt sehr <b>____</b>.	plakative , plakative , plakativ	überschlagenen , maßgeblich , hervorgegangen	vergrault , verheerendes , irreführen	erlasse , schlug , lauschte
Ein <b>____</b> Mensch hat auch weniger Sportmöglichkeiten.	plumper	überzogen	fühlen	sehne
Er hat einen <b>____</b> Gang und stolpert leicht.	plumpen	nehmen	abhalten	verschloss
Dies ist nur ein <b>____</b> Annäherungsversuch.	plumper	unterbreiten	eitler	verbarg
Eine <b>____</b> Täuschung.	plumpe	abgefrühstückt	durchdrehen	urig
Hinzu kommt der stumme Angriff [von Russland] auf die deutsche Innenpolitik durch digitale Manipulation. Dagegen war die sowjetische Variante geradezu <b>____</b>.	plump	schert	aussetzen	beschaulichen
So stand John Kasich, ehemaliger Gouverneur von Ohio, ehemaliger Präsidentschaftsbewerber und vor allem ehemaliger Republikaner, in seinem Heimatbundesstaat irgendwo im Nirgendwo an einer Wegkreuzung und sagte, das ganze Land stehe an einer Wegkreuzung – augenfälliger und <b>____</b> lässt sich eine Metapher fürs Fernsehen nicht nachstellen, und Kasich forderte als einer von mehreren Ex-Republikanern seine einstigen Wählerinnen und Wähler auf, diesmal ihre Stimme einem Demokraten zu geben, Joe Biden.	plumper	sonst	sträubt	verwerfen
Perseverance wird in einer Sonde zum Mars transportiert. Wenn sie auf die Atmosphäre des Mars trifft, ist sie mit etwa 20.000 km/h unterwegs. Die Sonde muss auf etwas mehr als elf Kilometern Strecke so stark abbremsen, dass Perseverance in Schrittgeschwindigkeit auf die Oberfläche <b>____</b> kann.	plumpsen	selbst	mustere	behelfen
Es machte <b>____</b>, als der Stein ins Wasser fiel.	plumps	entnehmen	vermelden	entgegen
Erschrocken über diesen plötzlichen und unvorhergesehen Angriff verlor Sandoval das Gleichgewicht und setzte sich mit einem <b>____</b> in den Sand.	Plumps	Unterlassen	Hochmut	Etat
Die <b>____</b> und ihre Arsenale des Schreckens: Zehntausende Soldaten, Kampfjets, Bomben: Ein Krieg auf der koreanischen Halbinsel würde zu einem internationalen Konflikt führen. Wer kann eigentlich mit was drohen?	Pöbler	Befindlichkeiten	Wirbelsäule	Vermächtnis
Der Profi von Manchester City <b>____</b>, als ein Medienvertreter ihn zum Verschwinden aufforderte.	pöbelte	verwerfen	plumpen	hochmütig
Teilnehmer <b>____</b> 'Ausländer raus.'	pöbelten	ü	mutet	brüllt
Sie verachtet den <b>____</b> vor ihrem Zaun.	Pöbel	Grübeln	Bringen	Volte
Der <b>____</b> machte die Straßen unsicher, und wir hatten große Schwierigkeiten, aus der Stadt heraus zu kommen.	Pöbel	Angelegenheiten	Abtrünnigen	Havarie
Die wirtschaftliche <b>____</b> eines Unternehmens	Potenz	Ausreizen	Vorbehalte	Konkurs
 Das Viagra sollte nach einer Prostata-Operation seine <b>____</b> wiederherstellen.	Potenz	Für	Bestand	Lass
Aber die Einheit Kilogramm pro Meter wäre sehr unfair großen Menschen gegenüber: denn die Masse wächst nicht proportional mit der Größe eines Menschen, sondern mit der dritten <b>____</b>.	Potenz	Vorherrschaft	Zauderer	Angelegenheit
Für jede Versicherung, die er abschließt, bekommt unser Vertreter zehn Prozent <b>____</b>.	Provision	Maschen	Hehl	Ausmaße
auf <b>____</b> arbeiten	Provisionsbasis	Aufspüren	Zank	Vorbehalt
Kleine bissige Ameisen höhlten sich ein Loch und schleppten, sich mit zitternden Fühlern verständigend, Körnchen nach Körnchen heraus; ihre Hinterleiber waren <b>____</b>, voll graziler Wichtigtuerei, in die Höhe gestreckt, und ihre emsigen Beinchen wirbelten ohne Pause.	putzig	ab	unterzog	auffangen
Das leere, bunte Leben ohne Halt und Ziel und all das flüchtige Reisegenießen, das die Seele nur streichelt, doch nicht ihren innersten Kern erfaßt, zogen kopfschüttelnd wie <b>____</b> Karnevalsfiguren an meinem halboffenen Auge vorüber.	putzige	kassierte	begehrt	gepfändet
Monsieur Türlütü war in der Tat einer der kuriosesten Zwerge, die ich je gesehen; sein verrunzelt altes Gesicht bildete einen so <b>____</b> Kontrast mit seinem kindisch schmalen Leibchen und seine ganze Person kontrastierte wieder so <b>____</b> mit den Kunststücken die er produzierte.	putzigen , putzig	bildet , anlegen	im , wüst	gemustert , anecken
Die Kämpfe in den ersten Episoden der Serie nehmen sich beinahe schon <b>____</b> aus gegen die Schlachtengemälde, die der Regisseur Miguel Sapochnik in den Episoden Hardhome und Battle of the Bastards inszenierte.	putzig	hak	gekommen	einsehen
immer wieder <b>____</b> <b>____</b> die Erinnerung <b>____</b> <b>____</b> <b>____</b>.	kam , ihr , in , die , Quere	geschweige , bringt , wahren , abzusetzen , Lakaien	geschürt , entwischen , wähnte , abzuhalten , Entrinnen	vom , zustünde , eingeschliffen , putzig , Aufgebracht
im Flur <b>____</b> <b>____</b> der Wirt <b>____</b> <b>____</b> <b>____</b>	kam , ihr , in , die , Quere	zusammen , verrenken , bestückt , verzehren , Ü	mühst , schüren , ausmisten , stürzten , Eklat	zankenden , drängten , entrinnt , ausschlagen , Potenz
Damit der Flugverkehr geregelt abläuft und sich die Flugzeuge im dicht beflogenen Luftraum nicht <b>____</b> <b>____</b> <b>____</b> kommen, braucht es die Flugsicherung.	in , die , Quere	ü , setzt , Ausmalung	aufkratzen , drängend , Packt	versickert , kanalisiert , Befunde
ein <b>____</b> Kind	quirliges	exponierte	verständigte	aufging
Nun besteht das Programm von Fox News einerseits aus einem absolut <b>____</b> Propagandaarm (der Opinion-Sparte), der von charismatischen, aber nicht gerade von Faktenberichterstattung belasteten Stars wie eben Tucker Carlson und Sean Hannity moderiert wird; andererseits gibt es die weitaus seriösere (wenngleich auch tendenziöse) News-Sparte der Nachrichtenleute.	rabiaten	schürten	entfacht	nicht
Güterwagen auf ein anderes Gleis <b>____</b>.	rangieren	abartig	kassierte	führte
Ich musste lange <b>____</b>, um aus der engen Parklücke zu kommen.	rangieren	sehne	gerühmt	verheddert
Der Urlaub <b>____</b> auf der Prioritätsliste vieler Deutschen ganz oben.	rangiert	verunglimpft	verheerendes	keinen
Ärztin oder Arzt <b>____</b> an der Spitze elterlicher Wünsche für den Nachwuchs. Welcher Beruf belegt dabei aber den letzten Platz? (A) Polizistin oder Polizist, (B) Callcenter-Mitarbeiterin oder (C)-MitarbeiterSocial-Media-Influencerin oder -Influencer? [Antwort war übrigens: C.]	rangieren	verzeichnen	fixen	plakative
